time;cc;earfcn;pci;rsrp;pl;cfo;pci_neigh;rsrp_neigh;cfo_neigh;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;distance_km;speed_kmph;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;sys_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11;cpu_12;cpu_13;cpu_14;cpu_15;cpu_16;cpu_17;cpu_18;cpu_19;cpu_20;cpu_21;cpu_22;cpu_23;cpu_24;cpu_25;cpu_26;cpu_27;cpu_28;cpu_29;cpu_30;cpu_31
731634;0;368640;1;-5.3;0.0;-0.98;n/a;n/a;n/a;25;18;3.6;2293.623291;0;0.0;0.0;0.0;28;0.0;17210.083984;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.98;19;0.95;0.45;0.45;6.5;0.45;0.0;0.0;0.0;0.45;0.95;15;0.45;3.5;0.45;0.45;0.45;0.45;8.0;7.0;0.95;0.0;0.0;2.0;0.0;0.45;0.95;0.45;0.45;0.45;0.95;1.5;0.0
733633;0;368640;1;-5.4;0.0;-1.0;n/a;n/a;n/a;25;18;3.6;2293.623291;0;0.0;0.0;0.0;28;0.0;17210.083984;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.45;0.0;3.5;6.0;0.0;0.0;0.95;0.0;2.0;0.45;9.5;0.95;4.5;0.0;0.45;0.45;0.0;7.0;3.5;0.45;0.0;0.45;1.5;0.0;1.5;0.95;6.5;0.0;0.45;1.5;1.5;0.45
735632;0;368640;1;-5.4;0.0;6.0;n/a;n/a;n/a;25;18;4.4;2290.227051;0;0.0;0.0;0.0;28;0.0;19332.675781;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;1.00;0.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.50;8.0;0.50;3.5;0.50;0.50;0.50;0.0;7.5;0.0;0.0;0.0;0.0;2.0;0.0;0.50;0.50;7.5;0.50;0.0;1.00;0.50;0.0
737631;0;368640;1;-5.4;0.0;7.1;n/a;n/a;n/a;25;18;5.2;2295.893066;0;0.0;0.0;0.0;28;0.0;19380.503906;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.50;0.0;1.00;7.0;0.0;0.0;0.0;0.0;0.50;0.0;0.50;0.0;3.5;0.0;0.50;0.0;0.0;7.5;6.0;0.0;0.50;0.0;2.0;0.0;1.5;1.5;15;0.50;0.50;1.00;1.00;0.0
739630;0;368640;1;-5.4;0.0;-1.5;n/a;n/a;n/a;25;18;3.4;2292.490234;0;0.0;0.0;0.0;28;0.0;19351.779297;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;1.00;0.0;3.5;7.0;0.50;0.0;1.5;0.0;1.00;2.5;14;0.50;4.0;0.50;0.50;0.50;0.0;7.5;4.5;0.0;0.0;0.0;0.0;0.50;1.5;1.00;2.5;0.50;0.0;1.5;1.5;0.0
741629;0;368640;1;-5.4;0.0;1.6;n/a;n/a;n/a;25;18;3.8;2295.893066;0;0.0;0.0;0.0;28;0.0;17227.115234;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.45;0.0;0.0;7.0;0.0;0.0;2.0;0.0;0.45;0.0;0.45;0.0;3.5;0.0;0.45;0.0;0.0;7.5;6.5;0.0;0.0;0.0;0.0;0.0;0.95;0.45;15;0.0;0.0;0.95;2.0;0.0
743628;0;368640;1;-5.4;0.0;9.8;n/a;n/a;n/a;25;18;4.2;2293.623291;0;0.0;0.0;0.0;28;0.0;19361.343750;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.95;0.45;3.0;7.5;0.0;0.45;2.0;0.0;0.95;1.5;2.0;0.95;4.0;0.45;0.95;0.0;0.0;7.5;4.5;0.45;0.45;0.0;0.0;0.0;1.5;0.0;13;0.45;0.0;0.95;2.0;0.45
745627;0;368640;1;-5.3;0.0;-0.91;n/a;n/a;n/a;26;18;2.6;2349.926025;33;0.0;0.0;0.0;28;0.0;17159.191406;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.50;0.0;7.0;7.0;0.0;0.0;2.0;0.0;0.50;1.00;1.00;0.50;3.5;0.50;0.50;0.50;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.50;15;0.0;0.50;1.00;1.00;0.0
747626;0;368640;1;-5.3;0.0;0.60;n/a;n/a;n/a;25;18;4.4;2293.623291;0;0.0;0.0;0.0;28;0.0;19361.343750;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.95;0.0;6.5;7.0;0.0;0.0;2.0;0.0;0.45;0.45;0.0;0.45;3.5;0.45;0.45;0.45;0.0;7.5;0.45;0.0;0.0;0.0;0.45;0.0;0.95;0.95;15;1.5;0.0;0.95;0.95;0.0
749625;0;368640;1;-5.3;0.0;1.1;n/a;n/a;n/a;25;18;4.4;2286.840820;0;0.0;0.0;0.0;28;0.0;17159.191406;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;1.00;0.0;6.0;7.0;0.0;0.0;2.0;0.0;1.5;1.00;0.50;0.50;4.0;0.0;0.50;0.50;0.0;7.5;1.5;0.0;0.0;0.50;0.0;0.0;0.0;1.5;15;1.00;0.0;1.00;2.0;0.50
751624;0;368640;1;-5.4;0.0;-0.075;n/a;n/a;n/a;25;18;4.4;2293.623291;0;0.0;0.0;0.0;28;0.0;17210.083984;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.45;0.0;7.0;7.0;0.0;0.0;2.0;0.0;0.45;0.45;12;0.45;3.5;0.45;0.95;0.0;0.0;7.5;0.0;0.0;0.0;0.0;0.0;0.0;0.45;0.0;3.5;0.45;0.0;0.95;0.95;0.45
753623;0;368640;1;-5.4;0.0;9.6;n/a;n/a;n/a;25;18;4.4;2287.968506;0;0.0;0.0;0.0;28;0.0;17167.652344;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.50;0.0;5.5;7.0;0.0;0.0;2.0;0.50;1.00;1.00;15;0.50;4.0;0.0;1.00;0.0;0.0;7.5;2.0;0.0;0.0;0.0;0.0;0.0;1.5;0.50;0.0;1.5;0.50;1.00;1.5;1.00
755622;0;368640;1;-5.4;0.0;15;n/a;n/a;n/a;25;18;4.0;2295.893066;0;0.0;0.0;0.0;28;0.0;19380.503906;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.1;19;0.95;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.45;16;0.0;3.5;0.45;0.45;0.0;0.0;7.0;7.5;0.0;0.0;0.0;2.0;0.0;0.0;0.95;0.45;0.0;0.0;0.95;0.95;0.95
757621;0;368640;1;-5.4;0.0;2.6;n/a;n/a;n/a;25;18;4.2;2287.968506;0;0.0;0.0;0.0;28;0.0;17167.652344;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.1;19;0.95;6.0;0.45;7.0;0.0;0.0;0.0;0.0;0.95;1.5;15;0.45;3.5;0.0;0.45;0.45;0.45;2.0;6.5;0.0;0.0;0.0;2.0;0.0;0.45;1.5;0.0;0.45;0.45;1.5;0.95;0.0
759620;0;368640;1;-5.4;0.0;3.7;n/a;n/a;n/a;25;18;3.6;2291.357910;0;0.0;0.0;0.0;28;0.0;19342.222656;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;1.00;7.5;0.50;7.0;0.0;0.0;1.5;0.0;1.00;1.00;3.5;0.50;4.0;1.00;1.00;0.50;0.0;0.0;7.0;0.0;0.50;0.0;0.50;0.0;1.00;2.5;12;1.5;0.50;1.00;1.00;0.0
761619;0;368640;1;-5.4;0.0;-3.3;n/a;n/a;n/a;25;18;3.2;2293.623291;0;0.0;0.0;0.0;28;0.0;19361.343750;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.45;7.5;5.5;7.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.45;3.5;0.45;0.0;0.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15;0.45;0.0;0.95;2.0;0.0
763618;0;368640;1;-5.4;0.0;7.3;n/a;n/a;n/a;25;18;3.2;2289.097168;0;0.0;0.0;0.0;28;0.0;17176.123047;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.5;19;1.00;10;9.5;10;0.0;0.50;2.5;0.0;1.00;2.0;4.0;0.50;5.5;2.0;1.00;0.50;0.0;0.0;1.5;0.0;0.0;0.0;0.50;0.50;1.00;1.00;18;1.5;0.50;1.5;1.5;0.50
765617;0;368640;1;-5.4;0.0;-1.9;n/a;n/a;n/a;25;18;4.4;2290.227051;0;0.0;0.0;0.0;28;0.0;17184.599609;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.95;7.5;0.0;7.0;0.45;0.0;0.0;0.0;0.45;0.45;0.45;0.95;3.5;0.0;0.45;0.0;0.0;0.0;7.0;0.0;0.0;0.0;2.0;0.0;0.45;0.45;15;0.45;0.95;0.95;1.5;0.0
767616;0;368640;1;-5.4;0.0;-2.9;n/a;n/a;n/a;25;18;4.2;2287.968506;0;0.0;0.0;0.0;28;0.0;21459.566406;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;1.00;7.5;0.0;7.0;0.0;0.50;0.50;0.0;0.50;0.0;7.0;0.0;3.5;0.0;0.50;1.00;0.0;0.0;7.0;0.50;0.0;0.0;2.0;0.0;1.00;0.0;8.0;1.5;0.50;1.00;1.00;0.0
769615;0;368640;1;-5.3;0.0;6.0;n/a;n/a;n/a;25;18;4.0;2290.227051;0;0.0;0.0;0.0;28;0.0;19332.675781;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.45;5.0;2.0;7.0;0.0;0.0;0.0;0.0;0.95;1.5;0.95;0.45;4.5;0.45;0.45;0.45;0.0;2.5;5.5;0.0;0.0;0.0;2.0;0.0;0.45;0.45;15;2.0;0.0;0.95;0.95;0.45
771614;0;368640;1;-5.3;0.0;5.2;n/a;n/a;n/a;25;18;3.6;2293.623291;0;0.0;0.0;0.0;28;0.0;17210.083984;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.45;7.5;0.0;7.0;0.0;0.0;0.0;0.0;0.45;0.0;14;0.45;3.5;0.0;0.45;0.45;0.0;0.0;7.0;0.0;0.0;0.0;2.0;0.0;0.45;0.45;0.45;1.5;0.45;1.5;0.95;0.0
773613;0;368640;1;-5.3;0.0;-3.9;n/a;n/a;n/a;25;18;3.4;2290.227051;0;0.0;0.0;0.0;28;0.0;17184.599609;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;1.00;7.5;0.0;7.0;0.0;0.0;0.0;0.50;1.00;1.5;15;0.50;4.0;0.50;0.50;0.0;0.0;0.0;6.0;1.00;0.50;0.0;2.0;0.0;0.50;1.00;0.50;0.50;1.5;1.00;1.5;0.50
775612;0;368640;1;-5.3;0.0;-1.3;n/a;n/a;n/a;25;18;3.6;2292.490234;0;0.0;0.0;0.0;28;0.0;17201.580078;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.45;7.5;0.0;7.0;0.0;0.0;0.0;0.0;0.45;0.45;15;0.45;4.0;0.45;0.45;0.0;0.0;0.0;0.0;6.0;0.0;0.0;2.0;0.0;0.95;0.45;0.45;0.45;0.0;0.95;0.95;0.0
777611;0;368640;1;-5.3;0.0;-0.75;n/a;n/a;n/a;25;18;3.4;2289.097168;0;0.0;0.0;0.0;28;0.0;17176.123047;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.98;19;0.50;7.5;0.0;7.5;0.50;0.0;0.0;0.0;0.50;0.0;15;1.00;4.0;0.0;0.50;0.0;0.0;0.0;0.0;5.5;0.0;0.0;2.0;0.0;0.50;1.5;0.50;0.0;0.0;1.00;1.00;0.0
779610;0;368640;1;-5.3;0.0;3.2;n/a;n/a;n/a;25;18;4.6;2295.893066;0;0.0;0.0;0.0;28;0.0;19380.503906;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;1.00;7.5;0.0;7.0;0.0;0.0;1.00;0.0;1.00;1.00;1.5;1.00;4.0;0.50;0.50;0.50;0.0;0.0;0.0;6.0;0.0;0.0;1.00;0.0;1.00;1.5;15;0.50;0.0;1.5;1.5;0.50
781609;0;368640;1;-5.3;0.0;7.3;n/a;n/a;n/a;25;18;3.8;2287.968506;0;0.0;0.0;0.0;28;0.0;19313.609375;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.45;7.0;0.0;6.0;0.0;0.0;2.0;0.0;0.45;0.45;0.0;0.95;3.5;0.0;0.45;0.0;0.0;0.0;0.0;6.0;0.95;0.0;0.0;0.0;0.45;1.5;15;0.0;0.0;0.95;0.95;0.0
783608;0;368640;1;-5.3;0.0;1.5;n/a;n/a;n/a;25;18;4.0;2291.357910;0;0.0;0.0;0.0;28;0.0;17193.085938;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;1.00;8.0;0.0;0.0;4.5;0.0;1.5;0.0;1.5;0.50;0.50;1.00;4.5;0.50;0.50;0.0;0.0;0.0;0.0;2.0;7.5;0.50;0.0;0.0;0.50;2.0;15;0.50;0.50;1.5;1.5;0.0
785607;0;368640;1;-5.3;0.0;4.6;n/a;n/a;n/a;25;18;3.6;2290.227051;0;0.0;0.0;0.0;28;0.0;19332.675781;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.98;19;1.00;7.0;0.0;0.0;7.5;0.0;0.0;0.0;0.0;0.50;0.50;0.0;3.5;0.0;0.50;0.0;0.0;0.0;0.0;0.0;5.5;0.0;2.0;0.0;0.50;0.0;15;1.00;0.0;1.00;1.00;0.50
787606;0;368640;1;-5.3;0.0;3.2;n/a;n/a;n/a;25;18;3.2;2286.840820;0;0.0;0.0;0.0;28;0.0;19304.089844;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.5;19;0.95;1.5;0.45;0.45;9.5;0.95;0.0;0.0;0.45;2.0;0.0;0.45;5.0;0.45;0.45;0.45;0.0;9.0;0.45;0.45;11;0.0;3.0;0.45;2.0;0.95;21;0.45;0.45;0.95;2.5;0.0
789605;0;368640;1;-5.3;0.0;5.1;n/a;n/a;n/a;25;18;3.8;2290.227051;0;0.0;0.0;0.0;28;0.0;17184.599609;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.5;19;2.0;0.0;0.0;0.0;9.0;1.00;1.00;0.0;2.0;1.00;0.50;1.00;5.5;0.50;1.00;0.50;0.50;10;1.00;0.0;12;0.0;2.5;0.0;0.50;1.5;23;1.00;1.00;1.5;1.5;0.50
791604;0;368640;1;-5.3;0.0;11;n/a;n/a;n/a;25;18;3.8;2298.167480;0;0.0;0.0;0.0;28;0.0;19399.703125;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.45;0.0;0.95;0.0;6.0;0.0;2.0;0.0;0.0;0.45;0.45;0.45;3.5;0.0;0.45;0.0;0.0;7.5;0.0;0.0;7.0;0.0;0.0;0.0;0.45;0.95;15;0.0;0.0;0.95;1.5;0.0
793603;0;368640;1;-5.3;0.0;1.7;n/a;n/a;n/a;25;18;4.4;2293.623291;0;0.0;0.0;0.0;28;0.0;21512.605469;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;1.5;0.0;0.0;0.0;6.0;0.0;2.0;0.0;1.00;0.50;0.0;0.0;3.5;0.50;0.50;0.50;0.0;7.5;0.0;0.0;7.5;0.0;0.0;0.0;0.0;1.00;15;0.50;0.50;1.00;1.00;0.0
795602;0;368640;1;-5.4;0.0;4.1;n/a;n/a;n/a;25;18;4.0;2289.097168;0;0.0;0.0;0.0;28;0.0;17176.123047;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.50;0.0;0.0;0.0;6.0;0.0;2.0;0.0;1.5;0.50;2.0;0.50;3.5;0.0;0.50;0.0;1.00;7.5;0.0;0.0;7.0;0.0;0.0;0.0;1.5;1.00;13;0.0;0.0;1.00;1.00;0.0
797601;0;368640;1;-5.3;0.0;7.7;n/a;n/a;n/a;25;18;5.0;2292.490234;0;0.0;0.0;0.0;28;0.0;19351.779297;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.98;19;0.45;0.0;0.45;0.0;5.5;0.45;1.5;0.45;0.45;0.95;8.5;0.45;3.5;0.0;0.45;0.0;0.95;7.5;0.45;0.0;7.5;0.0;0.0;0.0;2.0;0.45;6.5;0.45;0.0;0.95;0.95;0.0
799600;0;368640;1;-5.3;0.0;8.3;n/a;n/a;n/a;25;18;4.0;2287.968506;0;0.0;0.0;0.0;28;0.0;17167.652344;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.98;19;0.95;0.0;0.0;0.0;6.5;0.0;1.5;0.0;0.95;0.95;13;0.45;4.0;0.45;0.45;0.45;0.0;7.5;0.95;0.45;7.0;0.45;0.95;0.0;2.0;0.95;2.0;0.95;0.45;1.5;1.5;0.0
801599;0;368640;1;-5.3;0.0;3.1;n/a;n/a;n/a;25;18;3.6;2293.623291;0;0.0;0.0;0.0;28;0.0;17210.083984;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.45;0.0;0.0;0.0;7.5;0.0;0.0;0.0;0.45;0.0;15;0.0;3.5;0.45;0.45;0.0;0.0;7.5;0.0;0.45;5.5;0.0;2.0;0.45;0.95;0.0;0.0;0.0;0.0;0.95;0.95;0.0
803598;0;368640;1;-5.2;0.0;-1.8;n/a;n/a;n/a;25;18;4.6;2295.893066;0;0.0;0.0;0.0;28;0.0;17227.115234;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.2;19;1.00;0.0;0.0;0.0;3.5;0.50;0.0;0.0;2.5;0.50;11;0.50;4.0;0.0;0.0;0.50;0.0;8.5;0.0;0.0;7.5;4.0;2.0;1.5;1.00;0.50;7.0;0.50;0.50;1.00;1.5;0.0
805596;0;368640;1;-5.3;0.0;9.2;n/a;n/a;n/a;25;18;3.6;2292.490234;0;0.0;0.0;0.0;28;0.0;19351.779297;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.3;19;0.95;0.45;0.0;0.0;0.45;3.0;1.5;0.0;4.5;3.5;8.0;0.45;6.0;0.95;1.5;1.5;0.0;9.0;0.0;0.45;9.0;7.5;2.0;0.45;1.5;2.0;13;0.45;0.45;1.5;1.5;0.45
807595;0;368640;1;-5.2;0.0;-1.2;n/a;n/a;n/a;25;18;4.6;2297.029785;0;0.0;0.0;0.0;28;0.0;17235.644531;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.5;19;1.5;0.95;0.0;0.0;0.0;0.0;0.0;0.45;0.95;0.45;17;0.45;5.0;0.45;0.45;2.0;0.0;10.0;0.45;0.0;10.0;9.5;3.0;0.45;0.45;2.0;3.5;0.45;0.45;0.95;2.0;0.0
809594;0;368640;1;-5.3;0.0;5.0;n/a;n/a;n/a;25;18;3.8;2293.623291;0;0.0;0.0;0.0;28;0.0;19361.343750;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;1.00;7.5;0.0;0.0;2.0;0.0;0.0;0.0;1.00;1.00;9.0;0.50;4.0;0.0;1.00;1.00;0.0;7.0;0.0;0.0;4.5;0.0;2.5;0.0;0.50;1.5;7.5;0.50;0.0;1.5;1.00;0.50
811593;0;368640;1;-5.5;0.0;0.15;n/a;n/a;n/a;25;18;4.2;2297.029785;0;0.0;0.0;0.0;28;0.0;19390.099609;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.50;6.0;0.0;0.0;7.0;0.0;0.0;0.0;0.50;0.50;0.0;0.0;3.5;0.50;0.50;1.00;0.0;7.0;0.50;0.0;0.0;0.0;2.0;0.0;0.50;1.00;16;0.0;0.0;1.00;1.00;0.0
813592;0;368640;1;-5.5;0.0;-2.2;n/a;n/a;n/a;25;18;4.2;2286.840820;0;0.0;0.0;0.0;28;0.0;19304.089844;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.98;19;1.00;6.5;0.0;0.0;7.0;0.0;0.0;0.0;0.50;0.50;12;0.50;3.5;0.0;0.50;0.50;0.0;7.5;0.0;0.0;0.0;0.0;1.5;0.0;1.00;1.5;3.0;0.50;0.50;1.00;1.00;0.0
815591;0;368640;1;-5.5;0.0;6.4;n/a;n/a;n/a;25;18;4.2;2298.167480;0;0.0;0.0;0.0;28;0.0;17244.179688;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.98;19;0.45;6.5;0.0;0.0;7.5;0.0;1.5;0.0;0.45;1.5;0.45;0.45;4.0;0.45;0.95;0.0;0.0;7.5;0.0;0.0;0.45;0.0;0.95;0.0;0.45;0.45;15;0.0;0.0;1.5;1.5;0.0
817590;0;368640;1;-5.5;0.0;7.1;n/a;n/a;n/a;25;18;4.0;2287.968506;0;0.0;0.0;0.0;28;0.0;23605.523438;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.95;6.0;0.45;0.0;6.5;0.0;2.0;0.45;0.45;0.0;0.45;0.0;3.5;0.0;0.45;0.45;0.0;7.0;0.0;0.0;0.0;0.45;0.0;0.0;0.45;1.5;15;0.45;0.45;0.95;0.95;1.5
819589;0;368640;1;-5.4;0.0;4.6;n/a;n/a;n/a;25;18;4.0;2289.097168;0;0.0;0.0;0.0;28;0.0;19323.136719;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.50;6.5;0.0;0.50;5.5;0.0;1.5;0.0;0.50;1.00;1.00;0.50;3.5;0.50;0.50;0.0;0.0;7.0;0.0;0.50;1.5;0.0;0.50;0.0;2.5;1.5;15;1.00;0.50;1.5;1.00;0.50
821588;0;368640;1;-5.5;0.0;6.2;n/a;n/a;n/a;25;18;4.2;2298.167480;0;0.0;0.0;0.0;28;0.0;19399.703125;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;1.00;7.5;0.0;0.0;0.0;0.0;2.0;0.0;0.50;0.0;0.0;0.0;3.5;0.0;0.50;0.0;0.0;6.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;1.00;15;0.50;0.0;1.00;1.00;1.5
823587;0;368640;1;-5.6;0.0;0.22;n/a;n/a;n/a;25;18;3.4;2287.968506;0;0.0;0.0;0.0;28;0.0;17167.652344;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.98;19;0.95;7.0;0.45;0.0;0.45;0.45;2.0;0.0;0.45;0.95;0.45;0.95;3.5;0.45;0.45;0.45;0.45;6.5;0.45;0.0;7.0;0.0;0.0;0.45;0.95;1.5;15;0.95;0.95;1.5;1.5;0.45
825586;0;368640;1;-5.6;0.0;1.4;n/a;n/a;n/a;25;18;4.6;2292.490234;0;0.0;0.0;0.0;28;0.0;17201.580078;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.2;19;0.95;8.0;0.0;0.45;0.0;0.0;0.45;0.0;0.95;0.95;14;0.45;5.0;0.45;0.95;0.45;0.0;9.0;0.0;0.0;8.0;0.45;2.0;0.0;2.0;0.0;4.5;0.95;0.95;0.95;1.5;0.0
827585;0;368640;1;-5.6;0.0;18;n/a;n/a;n/a;25;18;5.2;2297.029785;0;0.0;0.0;0.0;28;0.0;19390.099609;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.50;6.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.50;15;0.0;3.5;0.50;1.00;0.50;0.0;7.0;0.0;0.0;7.5;0.0;1.5;0.0;0.50;1.5;0.0;0.50;0.0;1.00;1.00;0.0
829584;0;368640;1;-5.4;0.0;4.5;n/a;n/a;n/a;25;18;3.4;2289.097168;0;0.0;0.0;0.0;28;0.0;17176.123047;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.95;5.0;0.0;0.0;0.0;0.0;0.45;0.0;0.95;0.95;14;0.45;4.0;0.45;0.95;0.45;0.0;7.5;1.5;0.0;7.0;0.0;2.0;0.0;2.5;1.5;0.95;0.0;0.45;1.5;1.5;0.0
831583;0;368640;1;-5.6;0.0;-1.4;n/a;n/a;n/a;25;18;3.6;2295.893066;0;0.0;0.0;0.0;28;0.0;17227.115234;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.50;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.00;0.50;3.5;0.50;0.50;0.50;0.0;7.5;7.0;0.0;7.0;0.0;0.0;0.0;0.50;1.00;14;0.50;0.0;1.00;1.00;0.0
833582;0;368640;1;-5.5;0.0;9.6;n/a;n/a;n/a;25;18;4.0;2292.490234;0;0.0;0.0;0.0;28;0.0;17201.580078;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.95;0.0;5.5;0.0;0.45;0.0;2.0;0.0;0.45;0.95;10;0.45;3.5;0.0;0.45;0.0;0.0;7.5;0.95;0.45;7.0;0.0;0.0;0.0;0.45;0.95;5.0;0.45;0.45;0.95;0.95;0.45
835581;0;368640;1;-5.3;0.0;5.7;n/a;n/a;n/a;25;18;3.8;2295.893066;0;0.0;0.0;0.0;28;0.0;19380.503906;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.50;0.0;0.0;0.0;6.0;0.0;2.0;0.50;0.50;0.50;9.5;0.0;4.0;0.50;0.50;0.50;0.0;7.5;0.0;0.0;7.5;0.0;0.0;0.0;2.0;0.50;5.5;0.50;0.50;1.5;1.00;1.00
837580;0;368640;1;-5.4;0.0;-7.0;n/a;n/a;n/a;25;18;4.4;2293.623291;0;0.0;0.0;0.0;28;0.0;17210.083984;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.1;19;1.00;0.0;0.0;0.0;7.0;6.0;2.0;0.0;0.50;1.00;2.5;1.00;4.0;0.50;1.00;0.50;0.0;7.5;0.0;0.0;1.5;0.50;0.0;0.0;1.5;1.00;14;0.50;0.0;1.00;1.00;0.0
839579;0;368640;1;-5.5;0.0;-3.6;n/a;n/a;n/a;25;18;4.0;2290.227051;0;0.0;0.0;0.0;28;0.0;19332.675781;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.1;19;0.45;0.45;0.0;0.0;7.0;0.0;2.0;0.0;0.95;0.95;7.5;0.45;4.5;0.45;0.95;0.45;0.0;7.5;0.0;0.0;0.0;7.5;0.0;0.45;2.0;0.95;10.0;0.45;0.45;1.5;2.0;0.45
841578;0;368640;1;-5.5;0.0;3.9;n/a;n/a;n/a;25;18;4.2;2297.029785;0;0.0;0.0;0.0;28;0.0;17235.644531;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.50;0.0;0.0;0.0;7.0;0.0;2.0;0.0;0.0;0.0;0.0;0.50;3.5;0.0;0.50;0.0;0.0;7.5;0.0;0.0;0.0;7.0;0.0;0.0;0.50;1.00;15;1.00;0.0;1.00;1.00;0.0
843577;0;368640;1;-5.6;0.0;-5.5;n/a;n/a;n/a;25;18;3.0;2349.926025;33;0.0;0.0;0.0;28;0.0;21448.990234;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;1.00;0.0;0.0;0.50;7.0;0.0;2.0;0.0;0.50;1.00;0.0;0.0;3.5;0.0;0.50;0.50;0.0;7.5;0.0;0.0;0.0;7.0;0.0;0.0;0.50;1.5;15;1.00;0.50;1.00;1.5;0.0
