time;cc;earfcn;pci;rsrp;pl;cfo;pci_neigh;rsrp_neigh;cfo_neigh;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;distance_km;speed_kmph;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;sys_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11;cpu_12;cpu_13;cpu_14;cpu_15;cpu_16;cpu_17;cpu_18;cpu_19;cpu_20;cpu_21;cpu_22;cpu_23;cpu_24;cpu_25;cpu_26;cpu_27;cpu_28;cpu_29;cpu_30;cpu_31
319840;0;368640;1;-5.3;0.0;4.9;n/a;n/a;n/a;25;18;5.0;2291.357910;0;0.0;0.0;0.0;28;0.0;17193.085938;0;0.0;1.0;0.0;0.0;1.4;905328;1837540;15;1.0;19;1.00;0.0;0.50;0.0;7.0;0.50;0.0;0.0;0.50;0.50;8.0;0.50;4.0;1.00;1.00;0.50;7.0;7.5;2.0;0.0;0.50;0.50;0.50;0.50;2.0;1.00;8.0;0.50;0.50;1.5;2.0;0.50
321839;0;368640;1;-5.2;0.0;2.2;n/a;n/a;n/a;25;18;3.4;2285.714355;0;0.0;0.0;0.0;28;0.0;19294.582031;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;15;0.98;19;0.50;0.0;0.0;0.50;7.5;0.0;0.0;0.0;1.00;1.5;7.5;0.50;4.0;0.0;0.50;0.0;6.0;7.0;2.0;0.0;0.0;0.0;0.0;0.0;1.00;0.50;8.0;0.50;0.0;1.5;1.5;0.50
323838;0;368640;1;-5.2;0.0;0.46;n/a;n/a;n/a;25;18;4.8;2291.357910;0;0.0;0.0;0.0;28;0.0;19342.222656;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.45;0.0;0.0;0.0;6.5;0.0;0.0;0.0;0.45;0.45;15;0.45;3.5;0.45;0.45;0.45;6.5;7.0;2.0;0.45;0.45;0.0;0.0;0.0;3.0;0.45;0.45;0.0;0.45;0.95;0.95;0.45
325837;0;368640;1;-5.2;0.0;2.8;n/a;n/a;n/a;25;18;3.6;2299.306152;0;0.0;0.0;0.0;28;0.0;19409.316406;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;15;1.0;19;0.50;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.50;0.50;13;1.00;3.5;0.0;0.50;0.0;6.0;7.0;2.0;0.0;7.0;0.0;0.0;0.0;0.0;4.0;1.5;0.50;0.0;1.00;1.5;0.0
327836;0;368640;1;-5.2;0.0;-0.33;n/a;n/a;n/a;25;19;3.4;2286.840820;0;0.0;0.0;0.0;28;0.0;17159.191406;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;15;1.0;19;0.95;0.0;0.0;2.0;6.0;0.45;0.45;0.0;0.95;1.5;3.0;0.45;4.0;0.45;0.45;0.45;6.5;7.5;0.0;0.0;1.5;0.0;0.0;0.0;1.5;2.0;12;0.95;0.95;1.5;0.95;0.45
329835;0;368640;1;-5.3;0.0;-2.0;n/a;n/a;n/a;25;18;4.4;2293.623291;0;0.0;0.0;0.0;28;0.0;17210.083984;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;15;1.0;19;0.45;0.0;0.0;2.0;3.5;0.0;0.0;0.0;0.0;0.45;0.0;0.45;3.5;0.45;0.45;0.0;6.5;7.0;0.0;0.0;3.5;0.0;0.0;0.0;0.95;0.45;15;0.0;0.45;0.95;0.95;0.45
331834;0;368640;1;-5.3;0.0;7.9;n/a;n/a;n/a;25;18;4.2;2295.893066;0;0.0;0.0;0.0;28;0.0;19380.503906;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;15;1.0;19;0.0;0.0;0.0;1.00;3.0;0.0;0.0;0.0;1.00;1.5;6.5;0.50;3.5;0.0;0.50;0.0;6.5;7.0;0.50;1.00;4.0;0.0;0.0;0.0;0.50;0.50;9.0;0.50;0.0;1.5;1.00;1.00
333833;0;368640;1;-5.3;0.0;12;n/a;n/a;n/a;25;18;3.4;2300.446289;0;0.0;0.0;0.0;28;0.0;17261.279297;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.50;0.0;0.0;0.0;7.0;0.0;0.0;0.0;1.00;0.50;14;0.0;3.5;0.50;0.50;0.0;6.5;7.0;0.0;1.5;0.0;0.0;0.0;0.50;1.00;1.00;1.00;0.0;0.50;1.00;1.5;1.00
335832;0;368640;1;-5.4;0.0;4.5;n/a;n/a;n/a;25;18;3.8;2292.490234;0;0.0;0.0;0.0;28;0.0;21501.976562;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;15;1.0;19;0.50;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.50;6.5;0.50;3.5;0.0;0.50;0.0;6.5;7.0;0.0;2.0;0.0;0.0;7.0;0.0;0.50;0.0;8.5;0.0;0.0;1.00;1.00;1.00
337831;0;368640;1;-5.3;0.0;-3.7;n/a;n/a;n/a;25;18;3.8;2295.893066;0;0.0;0.0;0.0;28;0.0;21533.894531;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;15;1.0;19;0.95;0.45;0.0;0.45;0.0;0.45;6.0;0.45;1.5;0.45;3.5;0.45;4.0;0.45;0.95;0.45;6.5;7.5;0.0;2.0;0.0;0.45;1.5;0.0;1.5;2.0;13;0.45;0.45;1.5;0.95;0.45
339830;0;368640;1;-5.3;0.0;2.6;n/a;n/a;n/a;25;18;4.2;2299.306152;0;0.0;0.0;0.0;28;0.0;19409.316406;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;15;1.0;19;0.45;0.0;0.0;1.5;0.0;0.0;3.0;0.0;0.45;0.45;0.45;0.45;4.0;0.45;0.45;0.45;6.5;7.0;0.0;0.0;0.0;0.0;4.0;0.0;0.45;1.5;15;0.45;0.45;0.95;1.5;0.45
341829;0;368640;1;-5.4;0.0;6.4;n/a;n/a;n/a;25;18;4.2;2293.623291;0;0.0;0.0;0.0;28;0.0;17210.083984;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;15;1.0;19;0.50;0.0;0.50;2.0;0.0;0.0;2.5;0.0;0.50;1.5;0.50;1.00;3.5;0.50;0.50;0.0;6.5;7.0;0.0;0.0;0.0;0.0;5.0;0.0;0.50;1.00;15;0.50;0.50;1.00;1.00;0.50
343828;0;368640;1;-5.4;0.0;1.3;n/a;n/a;n/a;25;18;3.8;2287.968506;0;0.0;0.0;0.0;28;0.0;17167.652344;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.45;0.0;0.0;2.0;0.0;0.0;7.0;0.0;0.95;0.0;0.45;0.0;3.5;0.0;0.45;0.0;6.5;7.5;0.45;0.45;0.45;0.0;0.0;0.0;1.5;1.5;15;0.0;0.0;1.5;0.95;0.0
345827;0;368640;1;-5.3;0.0;4.3;n/a;n/a;n/a;25;18;4.2;2298.167480;0;0.0;0.0;0.0;28;0.0;19399.703125;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;15;1.0;19;0.45;0.0;0.0;2.0;0.0;0.0;7.0;0.0;0.0;0.45;0.0;0.0;3.5;0.0;0.45;0.0;6.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.95;0.95;15;0.0;0.45;0.95;0.95;0.0
347826;0;368640;1;-5.3;0.0;5.4;n/a;n/a;n/a;25;18;4.0;2287.968506;0;0.0;0.0;0.0;28;0.0;19313.609375;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;15;1.0;19;0.50;0.0;0.0;0.50;0.0;0.0;7.0;0.0;1.00;0.0;0.50;0.50;4.0;1.00;0.50;0.50;6.5;7.0;0.0;1.00;0.0;0.0;0.50;0.0;1.5;2.0;15;1.00;1.00;1.00;1.5;0.0
349825;0;368640;1;-5.4;0.0;13;n/a;n/a;n/a;25;18;3.8;2287.968506;0;0.0;0.0;0.0;28;0.0;21459.566406;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;15;0.98;19;0.45;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.95;0.95;0.45;0.0;4.0;0.0;0.45;0.0;6.5;7.0;0.0;2.0;0.0;0.0;0.0;0.45;0.95;0.45;15;0.0;0.95;0.95;1.5;0.45
351824;0;368640;1;-5.4;0.0;5.1;n/a;n/a;n/a;25;18;4.8;2292.490234;0;0.0;0.0;0.0;28;0.0;19351.779297;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;15;0.98;19;0.45;1.5;0.0;0.0;0.0;0.0;5.5;2.0;0.95;0.45;0.95;0.95;3.5;0.45;0.45;0.45;6.5;5.0;0.0;2.0;0.0;0.0;0.0;0.0;0.45;0.45;15;0.45;0.0;1.5;0.95;0.45
353823;0;368640;1;-5.3;0.0;-11;n/a;n/a;n/a;25;18;4.0;2294.757568;0;0.0;0.0;0.0;28;0.0;17218.595703;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;15;1.5;19;1.00;9.5;0.0;0.0;0.0;0.0;0.0;11;1.00;1.00;1.5;0.0;6.0;0.0;1.00;0.0;9.5;0.50;0.0;3.0;0.0;0.50;0.0;0.0;1.00;0.50;21;0.0;0.50;1.00;2.0;1.00
355822;0;368640;1;-5.3;0.0;6.5;n/a;n/a;n/a;25;18;4.2;2293.623291;0;0.0;0.0;0.0;28;0.0;19361.343750;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;15;0.98;19;0.50;7.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.50;14;0.50;3.5;0.0;0.50;1.00;6.5;0.0;7.0;2.0;0.0;0.0;0.0;0.0;1.00;0.0;0.0;0.0;0.0;1.00;1.00;0.0
357821;0;368640;1;-5.3;0.0;3.8;n/a;n/a;n/a;25;18;4.8;2291.357910;0;0.0;0.0;0.0;28;0.0;17193.085938;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;15;1.0;19;5.5;7.5;0.0;1.5;0.45;0.0;0.45;0.0;2.0;0.95;9.0;0.45;3.5;0.45;0.45;0.45;1.5;0.0;7.5;0.95;0.95;0.0;0.0;0.0;0.45;1.5;7.0;0.95;0.45;0.95;0.95;0.45
359820;0;368640;1;-5.4;0.0;-16;n/a;n/a;n/a;25;18;3.2;2290.227051;0;0.0;0.0;0.0;28;0.0;19332.675781;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;15;1.0;19;7.0;7.0;0.0;2.0;0.50;0.0;0.0;0.0;0.50;0.0;0.50;0.50;3.5;0.0;0.50;0.0;0.0;0.0;6.5;0.50;0.0;0.50;0.0;0.0;0.0;1.00;15;0.50;0.0;1.00;1.5;0.0
361819;0;368640;1;-5.3;0.0;-10;n/a;n/a;n/a;25;18;3.4;2292.490234;0;0.0;0.0;0.0;28;0.0;17201.580078;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;15;0.98;19;7.0;6.5;1.5;2.0;0.45;0.45;0.0;0.0;0.45;2.0;2.5;0.0;3.5;0.0;0.45;0.45;0.0;0.0;6.5;0.0;0.0;0.0;0.0;0.0;0.95;0.95;13;0.45;0.45;1.5;0.95;0.0
363818;0;368640;1;-5.3;0.0;2.5;n/a;n/a;n/a;25;18;3.8;2293.623291;0;0.0;0.0;0.0;28;0.0;17210.083984;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.5;19;9.5;10;10;3.0;0.95;0.95;0.0;0.0;0.0;0.45;16;0.45;5.5;0.45;0.45;0.0;0.0;0.0;0.0;0.0;0.0;0.45;0.0;0.0;0.45;1.5;5.5;0.45;0.45;0.95;1.5;0.45
365817;0;368640;1;-5.4;0.0;-0.49;n/a;n/a;n/a;25;18;4.4;2291.357910;0;0.0;0.0;0.0;28;0.0;17193.085938;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;15;1.0;19;6.5;7.5;7.0;1.5;1.00;0.50;0.0;0.0;0.50;0.0;0.0;0.0;3.5;0.0;0.50;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.00;15;0.50;0.50;1.00;1.5;0.0
367816;0;368640;1;-5.5;0.0;4.6;n/a;n/a;n/a;25;18;5.0;2285.714355;0;0.0;0.0;0.0;28;0.0;19294.582031;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;6.5;7.5;7.5;2.5;0.45;0.45;0.45;0.0;0.95;0.95;0.95;0.45;4.0;0.45;0.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5;0.95;15;0.45;0.45;1.5;0.95;0.45
369815;0;368640;1;-5.6;0.0;-5.4;n/a;n/a;n/a;25;18;3.6;2287.968506;0;0.0;0.0;0.0;28;0.0;17167.652344;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.98;19;6.0;7.5;7.0;2.0;0.0;1.00;0.0;0.0;0.50;1.00;5.5;0.50;3.5;0.0;0.50;0.50;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.00;0.0;10;0.50;0.50;1.5;1.00;0.0
371814;0;368640;1;-5.6;0.0;0.88;n/a;n/a;n/a;25;18;5.0;2295.893066;0;0.0;0.0;0.0;28;0.0;17227.115234;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;6.5;7.5;6.5;1.5;1.5;0.0;0.0;0.0;0.95;0.95;0.45;0.45;3.5;0.45;0.45;0.0;0.0;0.0;0.45;0.0;0.0;0.0;0.0;0.0;0.95;1.5;15;0.0;0.0;0.95;0.95;0.45
373813;0;368640;1;-5.6;0.0;-6.5;n/a;n/a;n/a;25;18;4.0;2290.227051;0;0.0;0.0;0.0;28;0.0;21480.750000;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;6.5;7.5;0.0;0.0;0.0;0.0;0.0;0.0;0.50;1.00;0.50;0.50;4.0;0.50;0.50;0.0;0.0;0.0;7.0;2.0;0.0;0.0;0.0;0.0;1.5;0.50;15;1.00;0.0;1.5;1.00;0.0
375812;0;368640;1;-5.6;0.0;7.0;n/a;n/a;n/a;25;18;4.2;2295.893066;0;0.0;0.0;0.0;28;0.0;17227.115234;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;6.5;7.5;0.0;0.0;0.0;0.0;0.0;0.0;0.50;0.50;0.0;0.50;3.0;0.0;0.50;0.50;0.0;0.0;7.0;2.0;0.0;0.0;0.0;0.0;0.0;1.00;15;0.0;0.50;1.00;1.5;0.50
377811;0;368640;1;-5.5;0.0;1.2;n/a;n/a;n/a;25;18;3.6;2290.227051;0;0.0;0.0;0.0;28;0.0;17184.599609;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;6.5;7.5;6.0;0.0;0.0;0.0;0.0;0.0;2.0;1.5;3.5;0.95;4.0;0.45;0.45;0.0;0.0;0.0;1.5;2.0;0.0;0.45;0.0;0.0;1.5;0.95;13;0.45;0.0;0.95;2.5;0.45
379810;0;368640;1;-5.4;0.0;17;n/a;n/a;n/a;25;18;4.2;2287.968506;0;0.0;0.0;0.0;28;0.0;19313.609375;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.98;19;6.0;7.5;7.0;0.0;0.0;0.0;0.0;0.0;0.50;1.00;14;0.0;3.5;0.0;0.50;0.50;0.0;0.0;0.0;2.0;0.50;0.0;0.50;0.0;1.5;0.50;1.00;0.0;0.0;1.00;1.5;1.00
381809;0;368640;1;-5.5;0.0;-4.4;n/a;n/a;n/a;25;18;3.8;2287.968506;0;0.0;0.0;0.0;28;0.0;19313.609375;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.98;19;6.5;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.45;0.0;0.0;0.45;3.5;0.0;0.45;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.45;0.45;14;0.45;0.0;0.95;1.5;0.0
383808;0;368640;1;-5.5;0.0;-3.2;n/a;n/a;n/a;25;18;5.6;2284.588867;0;0.0;0.0;0.0;28;0.0;17142.294922;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.5;19;9.5;11;0.50;0.0;0.0;0.0;0.0;0.0;1.5;2.0;0.50;1.00;5.5;0.50;1.00;0.0;0.0;0.0;11;3.0;0.0;0.50;0.0;0.0;1.5;1.00;22;0.50;0.50;1.00;2.0;1.5
385807;0;368640;1;-5.5;0.0;6.4;n/a;n/a;n/a;25;18;4.4;2297.029785;0;0.0;0.0;0.0;28;0.0;19390.099609;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;6.5;7.5;0.0;0.0;0.0;0.0;0.0;0.0;0.50;0.50;0.0;0.50;3.5;0.50;0.50;0.50;0.0;0.0;7.0;2.0;0.0;0.0;0.0;0.0;1.00;0.0;15;0.50;0.0;1.5;1.00;1.00
387806;0;368640;1;-5.4;0.0;-2.6;n/a;n/a;n/a;25;18;4.2;2286.840820;0;0.0;0.0;0.0;28;0.0;17159.191406;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;6.5;7.5;3.0;2.0;0.0;0.0;0.0;0.0;0.50;1.00;1.5;0.50;4.0;0.0;0.50;0.0;0.0;0.0;4.5;0.50;0.0;0.0;0.0;0.0;2.5;2.0;14;1.00;0.50;1.00;1.00;1.5
389805;0;368640;1;-5.5;0.0;5.6;n/a;n/a;n/a;25;18;3.6;2285.714355;0;0.0;0.0;0.0;28;0.0;19294.582031;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.97;19;6.5;4.5;0.0;4.5;0.45;0.0;0.0;0.0;0.45;0.95;9.5;0.45;3.5;0.45;0.45;0.0;0.0;3.0;3.0;0.95;0.0;0.0;0.0;0.0;0.95;0.45;5.0;0.45;0.0;0.95;1.5;0.0
391804;0;368640;1;-5.5;0.0;3.1;n/a;n/a;n/a;25;18;4.0;2290.227051;0;0.0;0.0;0.0;28;0.0;19332.675781;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;6.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.45;15;0.0;3.5;0.0;0.45;0.45;0.0;7.0;0.0;2.0;0.0;0.0;0.0;0.0;0.45;0.0;0.0;0.0;0.45;1.5;0.95;0.45
393803;0;368640;1;-5.5;0.0;10;n/a;n/a;n/a;25;18;4.6;2293.623291;0;0.0;0.0;0.0;28;0.0;17210.083984;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;7.0;1.00;0.50;3.0;0.50;0.0;0.50;0.50;1.00;1.00;15;1.5;3.5;0.50;0.50;0.50;0.50;8.0;0.50;7.0;0.50;0.50;0.50;1.00;2.5;1.00;0.50;1.00;0.50;1.00;1.5;0.50
395802;0;368640;1;-5.5;0.0;-7.5;n/a;n/a;n/a;25;18;3.8;2294.757568;0;0.0;0.0;0.0;28;0.0;19370.919922;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;4.5;0.0;0.45;2.0;0.0;0.45;0.0;0.0;0.45;0.0;2.5;0.45;4.5;0.0;0.45;0.0;2.0;7.5;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.95;13;0.0;0.0;0.95;0.95;0.0
397801;0;368640;1;-5.5;0.0;3.6;n/a;n/a;n/a;25;18;2.8;2356.895752;33;0.0;0.0;0.0;28;0.0;17210.083984;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;1.00;0.0;0.50;2.5;0.50;0.0;0.0;0.0;1.5;2.5;3.0;1.00;4.0;0.50;1.00;0.50;6.0;7.5;0.50;7.0;0.0;0.0;0.0;0.0;1.00;1.5;12;0.50;0.50;1.5;1.5;0.50
399800;0;368640;1;-5.5;0.0;1.8;n/a;n/a;n/a;25;18;4.6;2292.490234;0;0.0;0.0;0.0;28;0.0;17201.580078;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.50;0.0;0.0;4.5;0.0;0.0;0.0;0.0;0.50;0.50;15;0.50;3.5;0.0;0.50;0.0;6.0;7.5;0.0;4.5;0.50;0.50;0.0;0.0;0.0;2.5;0.0;0.50;0.50;1.00;1.00;1.00
401799;0;368640;1;-5.5;0.0;7.0;n/a;n/a;n/a;25;18;3.8;2290.227051;0;0.0;0.0;0.0;28;0.0;19332.675781;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.45;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.95;15;0.45;3.5;0.45;0.45;0.0;6.0;7.5;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.95;0.45;0.45;0.0;0.95;1.5;0.95
403798;0;368640;1;-5.6;0.0;10;n/a;n/a;n/a;25;18;4.2;2287.968506;0;0.0;0.0;0.0;28;0.0;19313.609375;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.45;0.0;0.0;6.0;0.45;0.0;0.0;0.0;0.95;2.0;15;0.45;4.0;0.95;0.45;0.0;6.0;7.5;0.0;3.0;0.0;0.0;0.0;0.0;0.95;1.5;0.0;0.0;0.45;1.5;0.95;0.45
405797;0;368640;1;-5.6;0.0;11;n/a;n/a;n/a;25;18;3.4;2291.357910;0;0.0;0.0;0.0;28;0.0;17193.085938;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.50;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.50;0.50;15;0.0;3.5;0.50;0.50;0.50;5.5;7.5;0.0;2.0;0.0;0.0;0.0;0.0;0.50;1.5;0.50;0.0;0.0;1.00;1.00;0.0
407796;0;368640;1;-5.4;0.0;-0.71;n/a;n/a;n/a;25;18;3.2;2289.097168;0;0.0;0.0;0.0;28;0.0;17176.123047;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;5.5;0.0;0.0;7.0;0.50;0.50;0.50;0.0;0.50;1.00;13;1.00;4.0;1.00;0.50;0.50;1.5;7.5;0.0;2.5;0.0;0.0;0.0;0.0;2.0;1.5;2.5;1.00;0.0;1.00;1.00;0.0
409795;0;368640;1;-5.5;0.0;0.71;n/a;n/a;n/a;25;18;4.4;2282.341309;0;0.0;0.0;0.0;28;0.0;17125.429688;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.98;19;6.5;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.45;1.5;13;0.95;4.0;0.0;0.45;0.0;0.0;7.5;0.0;4.0;0.0;0.0;0.0;0.0;0.45;0.95;2.5;0.0;0.45;0.95;1.5;0.45
411794;0;368640;1;-5.6;0.0;-7.0;n/a;n/a;n/a;25;18;4.2;2278.978271;0;0.0;0.0;0.0;28;0.0;17100.197266;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;6.0;0.0;0.0;7.5;0.0;0.0;0.0;0.0;0.50;0.50;4.0;0.0;3.5;0.50;0.50;0.0;0.0;7.5;0.50;2.0;0.0;0.0;0.0;0.0;0.0;1.00;12;0.50;0.0;1.00;1.00;0.0
413793;0;368640;1;-5.5;0.0;1.2;n/a;n/a;n/a;25;18;4.2;2286.840820;0;0.0;0.0;0.0;28;0.0;17159.191406;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;6.5;0.45;0.0;3.5;0.0;0.0;0.0;0.0;0.95;2.0;0.45;0.45;4.0;0.95;0.95;0.45;0.0;7.5;0.0;6.0;0.45;0.0;0.45;0.0;0.45;1.5;15;0.0;0.45;0.95;0.95;0.0
415792;0;368640;1;-5.6;0.0;10;n/a;n/a;n/a;25;18;4.2;2287.968506;0;0.0;0.0;0.0;28;0.0;27897.435547;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;6.5;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.50;0.0;0.0;3.5;0.0;0.50;1.00;0.0;7.5;0.0;7.0;0.0;0.0;1.00;0.0;0.0;0.0;16;0.50;0.0;1.00;1.00;0.0
417791;0;368640;1;-5.4;0.0;2.7;n/a;n/a;n/a;25;18;3.6;2287.968506;0;0.0;0.0;0.0;28;0.0;17167.652344;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;6.5;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.95;1.5;14;0.45;4.0;0.45;0.95;0.95;0.0;7.5;0.0;6.0;0.0;0.0;0.95;0.0;1.5;0.95;2.0;0.45;0.95;0.95;1.5;0.0
419790;0;368640;1;-5.5;0.0;1.2;n/a;n/a;n/a;25;18;4.4;2286.840820;0;0.0;0.0;0.0;28;0.0;17159.191406;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.2;19;7.5;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.50;1.00;11;0.50;4.0;0.0;0.50;1.00;0.0;8.5;0.0;5.5;0.0;0.0;0.50;0.0;0.0;1.00;8.0;0.0;0.50;1.5;1.00;0.0
421789;0;368640;1;-5.4;0.0;-6.5;n/a;n/a;n/a;25;18;3.6;2290.227051;0;0.0;0.0;0.0;28;0.0;17184.599609;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;6.5;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.50;0.0;0.0;3.5;0.50;0.50;0.50;0.0;7.5;0.0;7.0;0.0;0.0;0.50;0.0;1.00;0.0;15;0.0;0.50;1.00;1.00;0.0
423788;0;368640;1;-5.3;0.0;4.4;n/a;n/a;n/a;25;18;3.8;2294.757568;0;0.0;0.0;0.0;28;0.0;17218.595703;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;6.5;0.0;0.0;7.0;0.0;0.0;0.0;0.45;0.45;0.95;0.0;0.95;3.5;0.0;0.45;0.45;0.0;7.5;0.0;2.5;0.0;0.0;0.95;0.0;1.5;0.95;16;0.45;0.45;1.5;2.0;0.45
425787;0;368640;1;-5.4;0.0;8.2;n/a;n/a;n/a;25;18;3.8;2291.357910;0;0.0;0.0;0.0;28;0.0;19342.222656;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;6.5;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.45;0.45;15;0.0;3.5;0.0;0.45;0.0;0.0;7.5;0.0;2.0;0.0;0.0;0.45;0.0;0.0;0.0;0.45;0.0;0.0;0.95;0.95;0.95
427786;0;368640;1;-5.4;0.0;2.9;n/a;n/a;n/a;25;18;3.8;2287.968506;0;0.0;0.0;0.0;28;0.0;21459.566406;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;6.5;0.0;0.0;3.0;0.50;0.0;0.0;0.0;1.00;1.00;2.5;1.00;4.0;0.50;1.00;0.50;0.0;7.5;0.50;6.5;0.0;0.50;1.5;0.0;0.50;1.5;13;1.00;0.50;1.5;1.00;0.50
429785;0;368640;1;-5.5;0.0;9.0;n/a;n/a;n/a;25;18;5.0;2287.968506;0;0.0;0.0;0.0;28;0.0;17167.652344;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.50;0.0;0.50;2.0;3.5;0.0;0.0;0.0;0.50;0.50;1.00;0.50;4.0;0.50;0.50;0.0;6.0;7.5;0.0;3.5;0.0;0.0;0.50;0.0;0.50;0.50;15;0.0;0.50;1.00;1.5;0.50
431784;0;368640;1;-5.5;0.0;11;n/a;n/a;n/a;25;18;3.8;2293.623291;0;0.0;0.0;0.0;28;0.0;23663.865234;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.45;0.0;0.0;2.0;7.5;0.0;0.0;0.0;0.0;0.45;0.45;0.45;3.5;0.45;0.45;0.45;5.5;7.5;0.0;0.0;0.0;0.0;0.45;0.0;0.0;0.45;16;0.45;0.45;0.95;0.95;0.0
